id_producto,productos_descripcion,name,description,brand,specs,category,ingredients,specs_parsed,specs_dict,Size,Country of Origin,Countries,Stores,Alcohol %,Weight,Color,Unit Size & Type,Vintage,Style,Length,Product Group,Model Number,Width,Binding,Part Number,Manufacturer,Height,Number Of Items,volume_raw,volume_ml
7792798003563,cerveza PATAGONIA Bohemian 473cc LAT-473-ml.,Patagonia Cerveza Bohemian Pilsener 473Ml Lata,"Cerveza Patagonia Bohemian Pilsener en Lata de 473ml Descubrí la Patagonia Bohemian Pilsener, una cerveza dorada, versátil y muy fácil de disfrutar. Esta receta ha sido inspirada en el estilo clásico de República Checa, adaptada a nuestros sabores locales. Características Destacadas Cerveza 100% malta, garantizando pureza y calidad en cada sorbo. De bajo amargor, perfecta para quienes prefieren un sabor más suave. Ideal para compartir en reuniones o disfrutar en cualquier ocasión. ¿Por qué elegir la Patagonia Bohemian Pilsener? Porque combina tradición y modernidad en una cerveza que se adapta a diferentes paladares, ofreciendo una experiencia refrescante y placentera. ¡No te la pierdas! Podés comprarla ahora y disfrutar de su sabor en la comodidad de tu hogar. Ingredientes.",Patagonia,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798003594,cerveza PATAGONIA Bohemian 473cc 6un PCK-6-un.,Patagonia Cerveza Bohemian Pilsener Pack Latas 473 Cc 6 Unidades,No description found.,Patagonia,[],Beer,,[],{},330c,,Argentina,,,,,,,,,,,,,,,,,473 cc,473.0
7792798003709,Cerveza Corona Porron 330ml X 24 Unidades,Corona Cerveza Rubia 330 Cc,"Corona es una cerveza rubia suave. Presente en más de 180 países y mundialmente conocida por ritual de la lima, es la cerveza mexicana más vendida del mundo desde 1925.",Corona,"[['Size', '330c'], ['Countries', 'Argentina']]",Beer,,"[['Size', '330c'], ['Countries', 'Argentina']]","{'Size': '330c', 'Countries': 'Argentina'}",710,,Argentina,,,,,,,,,,,,,,,,,330 cc,330.0
7792798003716,Pack X12 Cervezas Pale Lager 710 Cc Corona,Corona Cerveza Rubia 710 Cc,"Corona es una cerveza rubia suave. Presente en más de 180 países y mundialmente conocida por ritual de la lima, es la cerveza mexicana más vendida del mundo desde 1925.",Corona,"[['Size', '710'], ['Countries', 'Argentina']]",Beer,,"[['Size', '710'], ['Countries', 'Argentina']]","{'Size': '710', 'Countries': 'Argentina'}",,,,,,,,,,,,,,,,,,,,710 cc,710.0
7792798003723,"CERVEZA LONG NECK SIX PACK, CORONA, 1980 cu",Corona Cerveza Desc 330ml Pack X 6un,No description found.,Corona,[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,330ml,330.0
7792798003938,CERVEZA BLANCA VERA IPA PATAGONIA LATA X473CC,Patagonia Cerveza Vera Ipa 473ml,No description found.,Patagonia,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798003945,Cerveza Patagonia Vera Ipa Neipapajizo Lata 473 ml 6 Unidades,Patagonia Cerveza Vera Ipa 473cc 6un,No description found.,Patagonia,[],Beer,,[],{},473 Ml,,Argentina,,,,,,,,,,,,,,,,,473cc,473.0
7792798005086,cerveza HEINEKEN Rubia 473cc sixpack PCK-6-un.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798005888,cerveza BRAHMA Chopp 473cc LAT-473-cc.,Brahma Cerveza Lata 473 Cc,"No es de extrañar que Brahma Chopp tenga ese nombre. Tanto ella como Chopp Brahma nacen de la misma fuente, tienen el mismo proceso de fabricación y solo se separan en macetas. Por eso es tan sabroso y refrescante, como la cerveza de barril real.",Brahma,"[['Size', '473 Ml'], ['Countries', 'Argentina']]",Beer,"{'text': 'Ingredientes: Agua, Malta De Cebada, Cereales Lupulo, En Uruguay, Ingredientes: Gasificante Ins 290'}","[['Size', '473 Ml'], ['Countries', 'Argentina']]","{'Size': '473 Ml', 'Countries': 'Argentina'}",410 Ml,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798005956,cerveza PATAGONIA Amber 410cc LAT-410-cc.,Patagonia Cerveza Amber Lager X 473 Cc,No description found.,Patagonia,"[['Size', '410 Ml'], ['Countries', 'Spain']]",Beer,,"[['Size', '410 Ml'], ['Countries', 'Spain']]","{'Size': '410 Ml', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798005970,Pack 6 Cerveza Brahma Chopp American Adjunct Lager 473ml,Brahma Pack X6 Cerveza Lata 473 Cc,"Adult signature will be required. This product may be subject to local regulations and restrictions in your country, province or state. If in doubt, please contact us or your local representatives for further information. Beverage taxes may apply. Quantity is limited to 1 pack per order.",Brahma,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798006045,cerveza STELLA ARTOIS 330cc porrón BOT-330-cc.,Stella Artois Cerveza Bot. 330 Cc,"La cerveza belga número 1 en ventas a nivel mundial. Stella Artois tiene una rica herencia que se remonta al año 1366 en Leuven, Bélgica, y es hoy en día el estándar de oro de la calidad en más de 80 países.",Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,330 cc,330.0
7792798006199,CERVEZA STELLA ARTOIS 975 C.C.,Stella Artois Cerveza 975 Cc,"Cerveza rubia premium. Stella Artois tiene una rica herencia que se remonta a 1366 en Leuven, Bélgica, y es hoy en día el estándar de oro de la calidad en más de 80 países.",Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,975 cc,975.0
7792798007158,cerveza PATAGONIA Amber Lager 730cc BOT-730-cc.,Patagonia Cerveja Amber Lager Garrafa 740ml,No description found.,Patagonia,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,740ml,740.0
7792798007165,cerveza PATAGONIA Bohemian 740cc BOT-740-cc.,Patagonia Cerveja Bohemian Pilsener Garrafa 740ml,"Descripción del producto Patagonia Bohemian Pilsener es una cerveza con un proceso de macerado de sus maltas y lúpulo patagónico que originan un color dorado brillante, gran cuerpo , amargor equilibrado y aroma con notas Frutales. Es ideal para acompañar carnes blancas.",Patagonia,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,740ml,740.0
7792798007172,cerveza PATAGONIA Weisse 730cc BOT-730-cc.,Patagonia Cerveja Weisse Garrafa 740ml,A Patagonia Weisse tem cremosidade característica aroma cítrico marcante e cor clara — características tradicionais das cervejas de trigo do tipo Witbier. Notas de laranja limão abacaxi e semente de coentro equilibram perfeitamente esse aroma e o sabor refrescante e pouco adocicado desta cerveja. Experimente com saladas temperadas com limão peixes e frutos do mar para harmonizar com este clássico rótulo argentino.,Patagonia,[],,,[],{},,,,,,,,,,,,,,,,,,,,740ml,740.0
7792798007387,CERVEZA BLANCA CLASICA QUILMES BOTELLA RET X 1 LT,"Cristal Quilmes Clásica Cerveza Retornable, 1 L","Cerveza dorada y equlibrada. La cerveza de los argentinos por excelencia. Es una típica cerveza lager perfectamente equilibrada, transparente dorada, buen nivel de espuma y sabor. Para hacerla utilizamos sólo ingredientes naturales que crecen en los campos de Argentina.",Cristal,[],Beer,,[],{},1 L,,Argentina,,,,,,,,,,,,,,,,,1 l,1000.0
7792798007400,"CERVEZA NEGRA C/RETORNO, QUILMES STOUT, 1000 cm3",Quilmes Cerveza Negra Stout 1 L,No description found.,Quilmes,"[['Size', '1 L'], ['Countries', 'Argentina']]",Beer,"{'text': 'Agua, Malta De Cebada, Cereales, Lúpulo, Caramelo Iii 150g'}","[['Size', '1 L'], ['Countries', 'Argentina']]","{'Size': '1 L', 'Countries': 'Argentina'}",,,,,,,,,,,,,,,,,,,,1 l,1000.0
7792798007424,CERVEZA QUILMES BAJO CERO 1L.,Quilmes baj cer Cerveza Bajo Cero,No description found.,Quilmes baj cer,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798007431,CERVEZA QUILMES LIEBER 1 LT.,Quilmes Lieber Cerveza 1L Retornable S/Alcohol,No description found.,Quilmes Lieber,[],Beer,,[],{},,,Argentina,,,,,,,,,,,,,,,,,1l,1000.0
7792798007493,cerveza BRAHMA Chopp Rubia 1lt Ret BOT-1-lt.,Brahma Cerveza Chopp Rubia 1lt Retornable,No description found.,Brahma,"[['Countries', 'Argentina']]",Beer,"{'text': 'Agua, Malta De Cebada, Cereales Adjuntos, Lupulo.'}","[['Countries', 'Argentina']]",{'Countries': 'Argentina'},,,Spain,,,,,,,,,,,,,,,,,1lt,1000.0
7792798007738,CERVEZA 1890 1L.,1890 Cerveza Rubia X 1 L,"Cerveza rubia, de color dorado, cuerpo y delicioso sabor intenso. Utiliza en su receta una combinación especial de variedades de malta, que dan como resultado una típica Bavarian Pilsener Lager.",1890,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,1 l,1000.0
7792798007813,cerveza ANDES Blanca Ret. 1lt BOT-1-lt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798007844,cerveza STELLA ARTOIS Noire 975cc BOT-975-cc.,Stella Artois Cerveza Noire Negra 975 Cc,"Cerveza negra premium, de espuma cremosa y color negro intenso. Esta cerveza presenta el característico aroma a lúpulo de una Stella Artois con el agregado de sus notas caramelo. Equilibrada, de cuerpo justo y amargor balanceado.",Stella Artois,[],Beer,,[],{},473 Cm3,,Argentina,Kiosko,,,,,,,,,,,,,,,,975 cc,975.0
7792798008858,cerveza TEMPLE Wolf Ipa 473cc LAT-473-cc.,Temple Cerveza Wolf Ipa 473Ml Lata,"Quando um lobo uiva, é porque está pedindo uma Wolf IPA. Com perfil bem americano, é uma IPA que você não vai conseguir parar de beber. Cítrica e frutada consequência do dry hopping com lúpulo Mosaic, possui um tremendo equilíbrio entre aroma, sabor, amargor e drinkability.",Temple,"[['Size', '473 Cm3'], ['Countries', 'Argentina'], ['Stores', 'Kiosko']]",Beer,"{'text': 'Agua, Malta De Cebada (malta Munich, Malta Special W, Malta Pilsner) Y Lúpulo (herkules, Cascade, Mosaic)'}","[['Size', '473 Cm3'], ['Countries', 'Argentina'], ['Stores', 'Kiosko']]","{'Size': '473 Cm3', 'Countries': 'Argentina', 'Stores': 'Kiosko'}",,,Spain,,,,,,,,,,,,,,,,,473ml,473.0
7792798008865,cerveza TEMPLE Honey 473cc LAT-473-cc.,Temple Cerveza Honey 473Ml Lata,"DESCRIÇÃO Apresentamos-lhe a nova Temple Honey Beer, uma cerveja à base de mel orgânico, perfeitamente equilibrada e refrescante, com uma cor dourada e um aroma de malte e cítricos. De corpo médio, e doçura no ponto certo, um casamento perfeito, essa cerveja vai fazer seu paladar conhecer a felicidade. E o que dizer dessa belezura? Provavelmente o estilo de cerveja mais popular da atualidade, nossa cerveja Honey veio para conquistar corações. Com a nossa (quase) obsessão pela sustentabilidade, utilizamos o mel orgânico que vem diretamente do Delta do Rio Paraná, na Argentina, e o adicionamos na fase de maturação, evitando que se transforme em álcool, destacando o aroma e o sabor. É orgânico, é mel.",Temple,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798008889,cerveza TEMPLE Wolf Ipa 473cc Six pack PCK-6-un.,Temple Wolf Ipa X Pack,No description found.,Temple,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798008896,cerveza TEMPLE Honey 473cc Six pack PCK-6-un.,Temple Honey Pack X 6u,No description found.,Temple,[],Beer,,[],{},473 Cm3,,Argentina,Carrefour,,,,,,,,,,,,,,,,,
7792798009107,CERVEZA SIN ALCOHOL 0.0% QUILMES LAT 473 ML,Quilmes Cerveza Sin Alcohol Lata 473Ml,"Así es la nueva Cerveza Quilmes 0.0%, una cerveza Rubia elaborada con ingredientes naturales y nada de alcohol. Disfruta de todo el sabor de Quilmes en su versión 0.0% alcohol.",Quilmes,"[['Size', '473 Cm3'], ['Countries', 'Argentina'], ['Stores', 'Carrefour']]",Beer,"{'text': 'Agua, Malta De Cebada, Maíz, Lúpulo'}","[['Size', '473 Cm3'], ['Countries', 'Argentina'], ['Stores', 'Carrefour']]","{'Size': '473 Cm3', 'Countries': 'Argentina', 'Stores': 'Carrefour'}",,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798009114,"CERVEZA SIN ALCOHOL 0.0% QUILMES PACK X6 UNID 2,84 ML",Quilmes Six Pack Cerveza Sin Alcohol X6 Unid,"Descubrí el Pack de Cerveza Quilmes 0.0% y disfrutá sin alcohol Elegí este pack de 6 latas y dejate llevar por la frescura de la Quilmes 0.0%. Perfecta para aquellos momentos en los que querés disfrutar de una cerveza sin preocuparte por el alcohol. Características Destacadas (Cerveza Quilmes 0.0% Lata 473mlx6) Fresca y de cuerpo liviano, ideal para cualquier ocasión. Cerveza rubia elaborada con ingredientes naturales. Sin alcohol, perfecta para disfrutar sin límites. Presentación en lata de 473ml, fácil de llevar a cualquier lugar. Producida por Cervecería y Maltería Quilmes, una marca de confianza. Por qué nos gusta (Cerveza Quilmes 0.0% Lata 473mlx6) Su sabor refrescante y ligero la convierte en una opción ideal para disfrutar en cualquier momento. Cada lata es una invitación a compartir buenos momentos con amigos. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Quilmes,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798009312,cerveza STELLA ARTOIS Noire 473cc LAT-473-ml.,Stella Artois Cerveza Noire X 473 Lata,No description found.,Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798009343,cerveza TEMPLE Scottish 473cc Six pack PCK-6-un.,Temple Cerveza Scottish Lager Pack Latas 473 Cc 6 Unidades,"Cerveza Artesanal Scottish, una combinación de maltas especiales que le dan un perfil tostado y acaramelado. Una cerveza roja con todas sus letras.",Temple,[],Beer,,[],{},473cc,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798009350,cerveza TEMPLE Scottish 473cc LAT-473-cc.,Temple Cerveza Scottish X 473 Cc,"Cerveza Artesanal Scottish, una combinación de maltas especiales que le dan un perfil tostado y acaramelado. Una cerveza roja con todas sus letras.",Temple,"[['Size', '473cc'], ['Countries', 'Spain']]",Beer,,"[['Size', '473cc'], ['Countries', 'Spain']]","{'Size': '473cc', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798009428,cerveza STELLA ARTOIS Noire 473cc 6un PCK-6-un.,Stella Artois Noire X Pack,No description found.,Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798010561,cerveza STELLA ARTOIS P. Malta 975cc Ret BOT-975-cc.,Stella Artois Cerveza 975 Cc,"Stella Artois es una cerveza Pale Lager, rubia de sabor amargo y fresco, superior al de otras lagers, que la convierten en el acompañamiento ideal de una gran variedad de platos salados.",Stella Artois,[],Beer,,[],{},330 Ml,,Spain,,,,,,,,,,,,,,,,,975 cc,975.0
7792798010578,Pack X24 Cervezas Belgium Rubia 330ml Cada Una Stella Artois,Stella Artois Cerveza 330Ml,No description found.,Stella Artois,"[['Size', '330 Ml'], ['Countries', 'Spain']]",Beer,,"[['Size', '330 Ml'], ['Countries', 'Spain']]","{'Size': '330 Ml', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,330ml,330.0
7792798010592,Cerveza Stella Artois Premium Lagerrubia Lata 473 ml 6 Unidades,Stella Artois Pack X6 Cerveza Lata 473 Cc,"Stella Artois es una cerveza muy equilibrada de un color dorado brillante. En esta cerveza predominan moderadas notas a frutas blancas y de cereal que resaltan levemente sobre el aroma herbal del lúpulo Saaz. En boca presenta una sensación suave, ligera de amargo y con efecto refrescante. La Stella Artois es ideal para acompañar quesos, pastas y carnes con salas de cítricos o ensaladas afrutadas.",Stella Artois,[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798010615,cerveza STELLA ARTOIS Rubia 473cc LAT-473-cc.,Stella Artois Cerveza Lata 473 Cc,No description found.,Stella Artois,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798010639,CERVEZA NEGRA STELLA ARTOIS NOIRE LATA X 473 CC,Stella Artois Cerveza Noire Lata 473Cc,No description found.,Stella Artois,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,473cc,473.0
7792798010684,cerveza STELLA ARTOIS 473cc six pack TER PCK-6-un.,Pack Cerveza Stella Artois Lata X 6,No description found.,,[],Ice Packs,,[],{},,,,,,,,,,,,,,,,,,,,,
7792798010745,Cerveza Negra Premium 473ml X 6 Unidades Stella Artois Noire,Stella Artois Cerveza Negra Noire Lata 473 Cc. 6 Uni,No description found.,Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798010776,cerveza STELLA ARTOIS Noire 975cc BOT-975-cc.,Stella art noir Cerveza Negra Noire Artois 975 Cc,No description found.,Stella art noir,[],Beer,,[],{},730,,Spain,,,,,,,,,,,,,,,,,975 cc,975.0
7792798010882,"CERVEZA S/RETORNO VERA IPA, PATAGONIA, 730 cm3",Patagonia Cerveza Vera Ipa X 730 Cc,No description found.,Patagonia,"[['Size', '730'], ['Countries', 'Spain']]",Beer,,"[['Size', '730'], ['Countries', 'Spain']]","{'Size': '730', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,730 cc,730.0
7792798011087,cerveza QUILMES Clasica 340cc Ret BOT-340-cc.,Quilmes Cerveza Rubia Cristal 340 Cc,"Descripción del producto Cerveza lager argentina, elaborada con ingredientes nacionales. Con equilibrio entre el suave amargor del lúpulo y el sabor del cereal.",Quilmes,[],Beer,,[],{},473cc,,Spain,,,,,,,,,,,,,,,,,340 cc,340.0
7792798011094,cerveza 27 EAZY 473cc LAT-473-cc.,Eazy 27 Cerveza Lat 473 Ml,No description found.,Eazy 27,"[['Size', '473cc'], ['Countries', 'Spain']]",Beer,,"[['Size', '473cc'], ['Countries', 'Spain']]","{'Size': '473cc', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798011100,cerveza 27 EAZY 473cc sixpack Carton PCK-2.838-lt.,27 Eazy Cerveza Lata 473 Ml X 6 Un,No description found.,27 Eazy,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798011179,CERVEZA,Cerveza Budweiser Glow 1x355ml,No description found.,,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,355ml,355.0
7792798011261,cerveza ANDES ORIGEN Ipa Roja 473cc 6un PCK-6-un.,Andes Cerveza Ipa Roja Origen 6 Uni 473 Cc,No description found.,Andes,[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798011421,cerveza BRAHMA Dorada 473cc LAT-473-cc.,Brahma Cerveza Dorada Lata 473mlx1,No description found.,Brahma,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,,
7792798011438,cerveza BRAHMA Dorada 473cc 6un PCK-2.838-lt.,Brahma Cerveza Dorada 473 Cc Six Pack,No description found.,Brahma,[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798011520,cerveza QUILMES Doble Malta 473cc LAT-0.473-lt.,Quilmes Cerveza Doble Malta 473ml,No description found.,Quilmes,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798011568,cerveza QUILMES Doble Malta 473cc pack PCK-2.838-lt.,Quilmes Cerveza Doble Malta 473 Ml X 6 Un,No description found.,Quilmes,[],Beer,,[],{},,,Spain,,,,,,,,,,,,,,,,,473 ml,473.0
7792798012435,cerveza CORONA Rubia 410cc LAT-0.41-lt.,Corona Cerveza En Lata 410 Cc,No description found.,Corona,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,410 cc,410.0
7792798012527,cerveza CORONA Rubia 410cc sixpack PCK-2.46-lt.,Corona Pack X 410 Ml,No description found.,Corona,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,410 ml,410.0
7792798012565,CERVEZA BRAHMA LATA 473cc,Brahma Chopp Cerveza 473Ml Lata,No description found.,Brahma Chopp,[],,,[],{},473,,Spain,,,,,,,,,,,,,,,,,473ml,473.0
7792798012572,cerveza ANDES ORIGEN Fresquita 473cc LAT-0.473-lt.,Andes Cerveza Fresquita Origen 473 Cc,No description found.,Andes,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798012589,cerveza ANDES ORIGEN Fresquita 473cc 4un PCK-2.838-lt.,Andes Cerveza Fresquita Origen X4 Uni 1892 Ml,No description found.,Andes,[],Beer,,[],{},1l,,Spain,,,,,,,,,,,,,,,,,1892 ml,1892.0
7792798012671,cerveza STELLA ARTOIS Blanche 975cc Ret BOT-0.97-lt.,Stella Artois Cerveza Blanche Retornable 975 Cc,No description found.,Stella Artois,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",473,,Spain,,,,,,,,,,,,,,,,,975 cc,975.0
7792798012701,cerveza STELLA ARTOIS Blanche 473cc LAT-0.473-lt.,Stella Cerveza Artois Blanche Lata 473cc,"Refrescá tus Días con la Cerveza Stella Artois Blanche en Lata Disfrutá de la Stella Artois Blanche, una cerveza que combina frescura y carácter en cada sorbo. Ideal para esos momentos de relax, su suavidad y sabor intenso la convierten en la compañera perfecta para cualquier ocasión. Características Destacadas (Cerveza Stella Artois Blanche Lata 473mlx1) White Lager refrescante: notas cítricas que revitalizan el paladar. Amargor ligero: una opción ideal para quienes prefieren suavidad. Aroma atractivo: gracias al lúpulo Mandarina Bavaria. Envase práctico: lata que se adapta a tu estilo de vida. Contenido ideal: 473ml de pura frescura cervecera. Por qué nos gusta (Cerveza Stella Artois Blanche Lata 473mlx1) Cada lata te ofrece la oportunidad de disfrutar momentos especiales con un toque de sabor único. Con Stella Artois Blanche, cada encuentro se convierte en una celebración. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, malta de cebada, malta de trigo, lúpulo, semillas de coriandro, cebada, trigo.",Stella,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473cc,473.0
7792798012725,cerveza STELLA ARTOIS Blanche 473cc 6un PCK-2.838-lt.,Stella Artois Pack Blanche X 6,No description found.,Stella Artois,[],Beer,,[],{},1l,,Spain,,,,,,,,,,,,,,,,,,
7792798012879,cerveza ANDES ORIGEN Fresquita 1lt BOT-1-lt.,Andes Origen Mendocina Cerveza Fresquita 1 Lt,No description found.,Andes Origen Mendocina,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",473 Cm3,,"Argentina,bolivia",,,,,,,,,,,,,,,,,1 lt,1000.0
7792798012923,cerveza QUILMES Clasica 473cc LAT-473-cc.,Quilmes Cerveza Cristal Lata X 473 Cc,"Características Descripción del producto Producto con venta restringida, solo para mayores de 18 años. Cerveza Quilmes Lata 473Ml Mostrar más.",Quilmes,"[['Size', '473 Cm3'], ['Countries', 'Argentina,bolivia']]",Beer,"{'text': 'Agua, Malta De Cebada, Maíz, Lúpulo.'}","[['Size', '473 Cm3'], ['Countries', 'Argentina,bolivia']]","{'Size': '473 Cm3', 'Countries': 'Argentina,bolivia'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798012947,Pack X6 Cervezas Clásica Rubia Lata 2838 Ml Quilmes,Quilmes Pack X6 Cerveza Lata 473 Cc,"Adult signature will be required. This product may be subject to local regulations and restrictions in your country, province or state. If in doubt, please contact us or your local representatives for further information. Beverage taxes may apply. Quantity is limited to 1 pack per order.",Quilmes,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798012961,cerveza PATAGONIA Amber Lager 1lt ret BOT-1-lt.,Patagonia Cerveza Amber Lager 1 Lt Retornable,No description found.,Patagonia,[],Beer,,[],{},710,,Spain,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798013357,cerveza BUDWEISER Rubia 710cc PCK-0.71-lt.,Budweiser Cerveza Lata 710 Cc,No description found.,Budweiser,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,"[['Size', '710'], ['Countries', 'Spain']]","{'Size': '710', 'Countries': 'Spain'}",,,Spain,,,,,,,,,,,,,,,,,710 cc,710.0
7792798013388,CERVEZA BLANCA IPA QUILMES LATA X 473 CC,Quilmes Cerveza Ipa 473 Cc,"Probá la Cerveza Quilmes IPA y disfrutá de su carácter intenso Elegí esta lata de 473ml y dejate llevar por la intensidad de esta IPA. Ideal para acompañar tus momentos más especiales, cada sorbo es una celebración de sabor y calidad. Características Destacadas (Cerveza Quilmes IPA Lata 473mlx1) Intensidad y carácter que la hacen única. Perfecta para disfrutar en cualquier ocasión. Elaborada por Cervecería y Maltería Quilmes, una marca de confianza. Presentación en lata de 473ml, fácil de llevar a donde quieras. Ideal para acompañar comidas o simplemente relajarte. Por qué nos gusta (Cerveza Quilmes IPA Lata 473mlx1) Su sabor intenso es perfecto para quienes buscan una experiencia cervecera memorable. Cada lata es una invitación a disfrutar de buenos momentos con amigos. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Quilmes,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798013395,cerveza QUILMES Ipa 473cc sixpack PCK-2.838-lt.,Quilmes Pack Ipa X 6,No description found.,Quilmes,[],Beer,,[],{},,,Spain,,,,,,,,,,,,,,,,,,
7792798013418,CERVEZA BLANCA GOLDEN TEMPLE LATA X 473 CC,Temple Cerveza Indie Golden Lata 473mlx1,No description found.,Temple,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,,
7792798013425,cerveza TEMPLE Golden 473cc six pack PCK-2.838-lt.,Temple Cerveza Indie Golden 473 Ml X 6 Un,No description found.,Temple,[],Beer,,[],{},330,,Spain,,,,,,,,,,,,,,,,,473 ml,473.0
7792798013470,"CERVEZA PORRON SIN ALCOHOL, STELLA ARTOIS, 330 cm3",Stella Artois Cerveza Sin Alcohol Porrón 330 Cc,No description found.,Stella Artois,"[['Size', '330'], ['Countries', 'Spain']]",Beer,,"[['Size', '330'], ['Countries', 'Spain']]","{'Size': '330', 'Countries': 'Spain'}",473,,Spain,,,,,,,,,,,,,,,,,330 cc,330.0
7792798013487,"CERVEZA SIN ALCOHOL 0,0% STELLA ARTOIS LAT 473 CMQ",Stella Cerveza Artois Sin Alcohol 473 Cc,No description found.,Stella,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
